SiteNo;DecLatVa;DecLongVa;AltVa
1062803;34.03;-102.315001;3550
1063103;34.1;-102.221944;3604
1063601;34.06;-102.160278;3561
1048404;34.31;-102.121667;3632
2414101;33.86;-102.345556;3511
2404301;33.97;-102.536667;3671
2407305;33.98;-102.130555;3517
2404501;33.949167;-102.570555;3723
1045702;34.261389;-102.498056;3739
2407605;33.931111;-102.153889;3514
2407101;33.9875;-102.245;3564
2406903;33.885556;-102.268055;3474
1052601;34.183611;-102.517222;3699
1044404;34.306389;-102.595278;3822
1045904;34.272778;-102.401945;3750
1060105;34.098334;-102.590278;3829
1063801;34.012501;-102.170833;3536
1063702;34.013612;-102.223333;3579
1062307;34.091945;-102.274167;3641
1061201;34.114445;-102.418611;3647
1053307;34.230555;-102.379444;3698
2407203;33.9675;-102.18;3549
1045402;34.298611;-102.495278;3792
2408703;33.901667;-102.102223;3475
2415305;33.873611;-102.146389;3451
2405801;33.906389;-102.419444;3559
2407402;33.96;-102.247222;3548
1046601;34.2975;-102.285556;3720
2406512;33.926111;-102.306945;3539
2404801;33.911389;-102.560001;3668
1053602;34.169443;-102.402777;3667
2408402;33.9533333;-102.1011111;3507
2413202;33.862223;-102.4175;3476
1063405;34.056667;-102.238334;3599
1063307;34.120278;-102.127778;3569
1062402;34.041945;-102.349167;3662
1060501;34.064445;-102.580555;3853
1047703;34.265278;-102.211667;3687
2415108;33.874444;-102.208612;3460
1046804;34.260556;-102.294445;3706
2405502;33.930555;-102.418611;3602
2405102;33.965834;-102.481667;3634
2406301;33.995556;-102.286667;3592
1056403;34.168889;-102.101389;3592
2412101;33.839167;-102.595834;3708
1054301;34.244445;-102.262778;3684
1064105;34.100834;-102.099722;3539
1044711;34.251112;-102.596667;3747
1056409;34.200001;-102.093056;3601
1063203;34.09;-102.1725;3566
2406102;33.991389;-102.354167;3604
3.41E+14;34.1695;-102.4040556;3665.88
1052509;34.201389;-102.578055;3730
1052715;34.136111;-102.594445;3819
1052813;34.136111;-102.559723;3780
1053101;34.218055;-102.461389;3695
1054205;34.234722;-102.314167;3668
1054404;34.200834;-102.360001;3672
1055406;34.192778;-102.245;3657
1052406;34.169444;-102.596667;3778
1052508;34.174167;-102.556945;3750
2405304;33.987222;-102.411667;3644
1054801;34.148889;-102.308612;3646
1055305;34.238889;-102.149722;3636
1055902;34.1561111;-102.1275;3589
1055906;34.162778;-102.166112;3608
1056104;34.246389;-102.103612;3625
1060604;34.058889;-102.537222;3795
1060802;34.011667;-102.555278;3776
1061105;34.12;-102.460278;3662
1061404;34.059445;-102.461667;3678
1062210;34.084167;-102.296389;3633
1061107;34.100278;-102.480278;3681
2407701;33.914445;-102.216112;3526
152905;39.260112;-103.190833;5155
766;39.499112;-103.587003;5509.51
784;39.28773;-103.494953;5572.62
149880;39.433532;-103.360923;5193.68
783;39.259398;-103.379207;5422.53
769;39.416749;-103.205281;5054.37
782;39.260112;-103.190833;5154.9
765;39.496566;-103.365478;5182.48
777;39.334228;-103.173653;5047.08
778;39.320677;-103.253511;5160.68
779;39.313674;-103.398671;5392.95
149855;39.316618;-103.566379;5588
49503;39.433728;-103.517901;5428
780;39.363441;-103.585087;5607.78
771;39.447727;-103.427564;5275.91
149878;39.477752;-103.270529;5085
437801;36.405834;-100.427778;2748
448901;36.2775;-100.036667;2318
447403;36.32;-100.234167;2530
448710;36.28;-100.094167;2387
447101;36.352223;-100.248889;2580
453101;36.233334;-100.475;2505
436209;36.462778;-100.543056;2826
439401;36.455834;-100.219444;2695
440501;36.440556;-100.070278;2489
448103;36.350001;-100.090556;2500
455301;36.214167;-100.128055;2359
464101;36.095278;-100.099722;2619
437401;36.444167;-100.478611;2783
440802;36.415556;-100.063612;2519
440704;36.386667;-100.090278;2480
447102;36.334167;-100.221667;2555
448601;36.324444;-100.029722;2343
456701;36.143334;-100.123055;2576
447601;36.295556;-100.127778;2442
437601;36.457501;-100.39;2705
438301;36.4827778;-100.2719444;2483
439601;36.451945;-100.129167;2519
439902;36.393611;-100.136111;2508
440201;36.486667;-100.048334;2531
446403;36.3325;-100.338889;2665
446901;36.291667;-100.252501;2525
463502;36.058889;-100.170555;2703
436901;36.400556;-100.513056;2816
438904;36.404723;-100.264723;2682
440601;36.436945;-100.027222;2415
446201;36.358056;-100.306389;2713
446301;36.368611;-100.276111;2704
437501;36.441111;-100.436945;2804
448501;36.299445;-100.063612;2401
439603;36.419722;-100.165834;2573
440301;36.477222;-100.001112;2530
445901;36.288611;-100.384722;2603
446102;36.368333;-100.350278;2742
766;39.499112;-103.587003;5509.51
784;39.28773;-103.494953;5572.62
149880;39.433532;-103.360923;5193.68
783;39.259398;-103.379207;5422.53
769;39.416749;-103.205281;5054.37
782;39.260112;-103.190833;5154.9
765;39.496566;-103.365478;5182.48
777;39.334228;-103.173653;5047.08
778;39.320677;-103.253511;5160.68
779;39.313674;-103.398671;5392.95
149855;39.316618;-103.566379;5588
49503;39.433728;-103.517901;5428
780;39.363441;-103.585087;5607.78
771;39.447727;-103.427564;5275.91
149878;39.477752;-103.270529;5085
2333603;33.447222;-101.911667;3246
2333203;33.4725;-101.948056;3292
2327811;33.52;-101.6975;3127
2424602;33.69;-102.001112;3290
2335902;33.4102778;-101.6380556;3077
2327207;33.62;-101.679444;3154
2335907;33.41;-101.660278;3091
2336702;33.41;-101.585278;3045
2336708;33.4;-101.6013889;3065
2319103;33.708889;-101.740556;3242
2317901;33.628055;-101.916389;3234
2432318;33.61;-102.035;3326
2432608;33.55;-102.020555;3316
2440207;33.48;-102.053612;3321
2311801;33.77;-101.705834;3265
2311904;33.76;-101.630833;3235
2312401;33.8;-101.612501;3252
2317104;33.72;-101.983055;3324
2318109;33.73;-101.836111;3298
2328503;33.57;-101.582778;3129
2325401;33.581944;-101.976111;3304
2335810;33.4065167;-101.6907306;3108
2310502;33.798334;-101.814723;3334
2311702;33.781667;-101.748334;3289
2318802;33.646111;-101.792778;3220
2319304;33.7366667;-101.6538889;3241
2320401;33.707501;-101.595;3202
2320805;33.665001;-101.578611;3180
2326301;33.608612;-101.768889;3192
2328203;33.609167;-101.581389;3152
2335710;33.412223;-101.713889;3122
2336201;33.496389;-101.580833;3054
2336401;33.445278;-101.594167;3056
2333901;33.406945;-101.875833;3224
2334202;33.488889;-101.795834;3162
2334502;33.421389;-101.803612;3176
2334801;33.399167;-101.810834;3176
2335101;33.475833;-101.728889;3137
2335707;33.399722;-101.723333;3126
2318704;33.636111;-101.869722;3233
2319818;33.6472722;-101.6668889;3174
2312402;33.825278;-101.594722;3241
2311401;33.810834;-101.726111;3295
2333401;33.4275;-101.996667;3293
2432203;33.621111;-102.072222;3337
2319707;33.6652778;-101.7383333;3204
2310902;33.751945;-101.789722;3310
2335502;33.448611;-101.680833;3118
2333801;33.415001;-101.949722;3268
2334402;33.431389;-101.864167;3214
2317704;33.650556;-101.973333;3271
2317205;33.7086111;-101.9225;3305
2309501;33.809445;-101.957778;3378
2424216;33.7083333;-102.0611111;3314
2440903;33.390278;-102.018055;3278
2327211;33.600556;-101.678889;3143
2319601;33.677222;-101.639445;3202
2312803;33.751112;-101.565001;3201
2311601;33.798611;-101.636111;3260
2309601;33.8225;-101.915556;3330
2325404;33.546389;-101.991667;3302
2335503;33.424722;-101.701945;3119
2333601;33.420833;-101.898056;3231
2416601;33.8225;-102.038611;3396
2440311;33.483334;-102.013334;3321
2334604;33.42;-101.758889;3157
2326604;33.541945;-101.785834;3156
2416901;33.779167;-102.024167;3401
2416802;33.78;-102.061945;3364
2326802;33.5225;-101.816112;3172
2327402;33.543889;-101.727222;3143
2327601;33.570833;-101.646667;3127
2327603;33.546389;-101.655001;3112
2327721;33.517778;-101.728611;3139
2317202;33.733889;-101.939722;3337
2317406;33.671111;-101.961945;3264
2317506;33.679167;-101.925;3276
2317601;33.676667;-101.888889;3272
2318409;33.699445;-101.845278;3282
2318712;33.654723;-101.838334;3235
2325304;33.592778;-101.898334;3228
2325504;33.563334;-101.939722;3266
2325803;33.54;-101.957223;3268
2325904;33.511667;-101.885834;3229
2325908;33.535834;-101.905278;3228
2326207;33.584722;-101.805556;3186
2336701;33.411112;-101.590556;3052
2424301;33.726111;-102.031944;3353
2440603;33.420833;-102.019167;3292
2440504;33.441389;-102.0425;3312
2432502;33.582778;-102.076389;3342
2432317;33.5875;-102.013612;3322
2352803;33.151389;-101.560278;2927
2351505;33.180555;-101.705278;3050
2350802;33.153612;-101.801667;3083
2350506;33.1925;-101.806667;3110
2342601;33.298334;-101.756112;3097
2801201;32.979167;-101.934445;3075
2343301;33.359445;-101.629167;3046
2341501;33.326111;-101.935834;3235
2342309;33.37;-101.768889;3152
2342704;33.27;-101.842778;3163
2334903;33.39;-101.779167;3169
2350203;33.23;-101.808612;3120
2456903;33.148056;-102.040834;3214
2464802;33.035834;-102.058889;3118
2358702;33.005834;-101.854167;3066
2357705;33.021667;-101.960001;3109
2351203;33.215001;-101.667778;3069
2351101;33.210001;-101.725;3023
2343901;33.287222;-101.653056;3061
2342101;33.365556;-101.842222;3199
2341606;33.313056;-101.893056;3241
2342801;33.284722;-101.810556;3139
2342602;33.323611;-101.761112;3123
2342502;33.308889;-101.824444;3153
2342401;33.328889;-101.851389;3189
2342301;33.359723;-101.778611;3161
2359101;33.111389;-101.736389;3018
2358902;33.005001;-101.768611;3013
2352101;33.229444;-101.596111;2968
2349801;33.163334;-101.923889;3154
2349101;33.2466667;-101.9802778;3220
2708301;32.963334;-102.0325;3084
2448801;33.268611;-102.044445;3243
2341902;33.282222;-101.886389;3217
2341901;33.285278;-101.909167;3223
2341804;33.2775;-101.950834;3217
2341402;33.326944;-101.985556;3251
2359801;33.023889;-101.700278;3004
2357302;33.122222;-101.916389;3118
2352701;33.166112;-101.615834;2959
2456501;33.174444;-102.059723;3216
2448602;33.326389;-102.034722;3262
2464903;33.028889;-102.018889;3109
2803306;32.975833;-101.629444;2923
2464302;33.114723;-102.032222;3199
2344702;33.285278;-101.593334;2995
2708302;32.991945;-102.032778;3096
2344101;33.3613889;-101.6038889;3048
2335801;33.377778;-101.687222;3103
2335901;33.388889;-101.642778;3069
2357807;33.04;-101.955001;3115
2357504;33.05;-101.916944;3107
2357401;33.06;-101.998056;3113
2343601;33.316389;-101.634722;3046
2359602;33.070555;-101.631111;2951
2343504;33.300556;-101.670555;3083
2341202;33.346389;-101.956945;3238
2350901;33.164723;-101.756389;3080
2343201;33.338334;-101.687778;3098
2341204;33.370555;-101.951389;3243
2802102;32.963889;-101.860278;3036
2352805;33.129167;-101.578055;2949
2335704;33.382222;-101.740278;3141
2448302;33.347778;-102.014723;3261
2803101;32.982778;-101.719167;2996
2341401;33.293611;-101.983055;3234
2358503;33.06;-101.7975;3014
2351901;33.13;-101.631944;2956
2342803;33.260278;-101.803056;3124
2341302;33.355834;-101.891111;3227
2341301;33.371944;-101.887222;3228
2344401;33.323889;-101.588611;3010
2343902;33.269444;-101.638611;3024
2343502;33.309723;-101.704723;3098
2448901;33.255278;-102.009167;3251
2448204;33.341389;-102.074167;3273
2336806;33.38;-101.566944;3031
2849403;32.171389;-101.991945;2755
2833702;32.3975;-101.958334;2847
2748612;32.313612;-102.003334;2813
2857301;32.105834;-101.885;2691
2857201;32.096667;-101.924444;2708
2849302;32.222778;-101.901945;2842
2740801;32.412778;-102.079444;2873
2748402;32.307778;-102.101389;2858
2748904;32.277778;-102.0325;2803
2841501;32.325278;-101.936667;2837
2756202;32.226389;-102.049167;2793
2842501;32.2975;-101.82;2687
2841906;32.257778;-101.915278;2813
2849801;32.143056;-101.950278;2727
2851701;32.127778;-101.740556;2619
2858103;32.094445;-101.871111;2678
2834601;32.418333;-101.771389;2634
2857101;32.093056;-101.972222;2766
2748504;32.321667;-102.043611;2841
2739614;32.434167;-102.148056;2890
2739613;32.436667;-102.148889;2890
2739611;32.429444;-102.146667;2897
2739606;32.420833;-102.144445;2893
2834201;32.470833;-101.806667;2716
2850815;32.138056;-101.809445;2699
2850814;32.1391667;-101.8052778;2692
2849402;32.176389;-101.961389;2774
2842706;32.269167;-101.854445;2806
2739201;32.498334;-102.173055;2894
2833202;32.487778;-101.934167;2730
2825901;32.512223;-101.893889;2775
2858304;32.093056;-101.758056;2669
2842705;32.288889;-101.855278;2817
2835201;32.486389;-101.696945;2788
2833802;32.389167;-101.930833;2782
2825801;32.502778;-101.939445;2788
2841205;32.363334;-101.949722;2848
2833901;32.406667;-101.891945;2679
2833305;32.4725;-101.877222;2715
2842701;32.250556;-101.859167;2810
2842602;32.314167;-101.772222;2574
2849103;32.231111;-101.997222;2783
2748501;32.321111;-102.061945;2842
2740601;32.446389;-102.035556;2888
2739903;32.386666;-102.147777;2900
2827704;32.515278;-101.714723;2747
2827703;32.514723;-101.740834;2788
2850504;32.180833;-101.816944;2726
2748101;32.3725;-102.117222;2900
2747307;32.341945;-102.162501;2902
2834701;32.387222;-101.843611;2630
2739610;32.425278;-102.145556;2897
2739607;32.427222;-102.146111;2897
2842704;32.270278;-101.854723;2811
2849202;32.246389;-101.947222;2800
2858102;32.106945;-101.857778;2690
2858903;32.0052944;-101.78195;2628
2764602;32.0545528;-102.0394444;2791
2764802;32.0172222;-102.0738889;2775
2764901;32.0313556;-102.0040556;2783
2858402;32.063612;-101.8675;2696
4515201;31.863612;-102.200556;2805
4507421;31.920278;-102.223333;2869
4402410;31.953056;-101.848889;2650
602902;35.875278;-101.787222;3501
716302;35.844445;-102.017222;3704
602802;35.904167;-101.810834;3507
618501;35.69;-101.7966667;3360
611204;35.866944;-101.700556;3420
707304;36;-102.131944;3757
617601;35.693056;-101.899445;3545
357501;36.052223;-101.953889;3582
603402;35.918333;-101.721667;3441
716903;35.755001;-102.036389;3702
601201;35.995556;-101.935278;3592
601803;35.875555;-101.9275;3616
602114;35.996111;-101.864445;3532
602701;35.908056;-101.842222;3532
610102;35.868889;-101.856667;3575
611103;35.855834;-101.738889;3460
359809;36.041389;-101.688889;3414
724202;35.727778;-102.053612;3731
724403;35.706389;-102.111112;3781
715603;35.807778;-102.130278;3788
609312;35.872222;-101.89;3592
601603;35.923333;-101.891667;3564
609202;35.850834;-101.936945;3628
610201;35.871389;-101.8175;3524
358709;36.024444;-101.833334;3508
609401;35.8222222;-101.9830556;3660
603203;35.98;-101.703334;3439
617801;35.629722;-101.9325;3547
601117;35.969444;-101.962501;3611
708702;35.880833;-102.121667;3772
732202;35.623333;-102.055278;3590
602903;35.905834;-101.757778;3466
603803;35.907778;-101.668055;3399
611601;35.827222;-101.653612;3382
359703;36.035834;-101.739722;3464
708802;35.905834;-102.07;3707
2201103;33.99556;-100.998056;2940
4.06E+14;40.91741667;-98.73838889;2122
4.12E+14;41.29352222;-103.6726556;4873.5
4.06E+14;40.94202778;-98.62683333;1952
4.10E+14;41.04675;-99.27972222;2301
4.05E+14;40.90969444;-98.724;2050
4.12E+14;41.29322222;-96.28375;1121.93
4.12E+14;41.29258889;-96.31529722;1127.4
4.15E+14;41.83958333;-96.7285;1308
4.13E+14;41.52505556;-100.8883889;3219.62
4.11E+14;41.20861111;-96.32555556;1107
4.11E+14;41.20861111;-96.32555556;1107
4.12E+14;41.36416667;-96.30222222;1136
4.12E+14;41.36416667;-96.30222222;1136
4.03E+14;40.49722844;-99.80761996;2478
4.11E+14;41.16177778;-97.96390278;1673.16
4.11E+14;41.18305059;-101.1201574;2935
4.11E+14;41.19157222;-103.7640889;4951.88
4.14E+14;41.72916938;-99.74567653;2512
4.15E+14;41.888578;-103.6602215;3950
4.13E+14;41.54943866;-100.9512658;3265
4.13E+14;41.58305833;-102.6173972;3992
4.14E+14;41.63691679;-103.5629969;4120
4.14E+14;41.64901389;-103.89;4414
4.14E+14;41.65249026;-101.5046171;3556.63
4.13E+14;41.51167779;-98.77369267;1970
4.16E+14;41.92555134;-101.2332236;3420
4.16E+14;41.96750637;-98.73619715;2199
4.21E+14;42.09163073;-103.1782613;4191
4.21E+14;42.13499905;-100.3734676;2770
4.23E+14;42.48027688;-99.87123605;2580
4.23E+14;42.53000197;-98.50202773;1952
4.24E+14;42.6250019;-98.93370562;2080
4.12E+14;41.26615833;-102.6477333;3856.57
4.13E+14;41.48473136;-97.14781341;1480
4.13E+14;41.49531944;-103.7576194;4987.38
4.13E+14;41.49611378;-96.70891713;1257
4.11E+14;41.07917141;-100.250962;2790
4.05E+14;40.85802778;-99.15278333;2262.7
4.05E+14;40.75625;-98.30508333;1915
4.05E+14;40.7716804;-98.84591222;2060.43
4.02E+14;40.26332921;-101.1351622;2975
4.05E+14;40.91222222;-100.1283889;2545
4.06E+14;40.9625;-100.6773;3068
4.10E+14;41.05426944;-102.0926444;3377.1
4.10E+14;41.01888333;-102.3923333;3591.66
4.10E+14;41.07675833;-103.2041917;4304.4
4.04E+14;40.61611886;-100.3818074;2692
4.04E+14;40.64650556;-99.82961667;2542.8
4.05E+14;40.75625;-98.30505;1915.16
4.04E+14;40.65136667;-98.49732222;1998.94
4.04E+14;40.66387222;-99.55726389;2312.19
4.04E+14;40.69917259;-101.1004326;3169
4.04E+14;40.69973083;-100.8298721;3080
4.04E+14;40.70917458;-100.2234666;2787
4.04E+14;40.71019722;-98.66516667;1994.25
4.04E+14;40.72841667;-99.457925;2296.36
4.13E+14;41.42277778;-100.2033778;2694.38
4.03E+14;40.55437778;-99.41996667;2320.09
4.03E+14;40.55825833;-99.97269444;2597.7
4.03E+14;40.43750741;-100.6479294;2826
4.11E+14;41.20861111;-96.32555556;1107
4.15E+14;41.76925;-102.4446667;3828.92
4.06E+14;40.96063889;-99.84577778;2552
4.05E+14;40.85508333;-99.86358333;2464
4.06E+14;40.98205556;-98.64169444;2028
4.11E+14;41.19041667;-99.70697222;2395.52
4.10E+14;41.03232778;-98.74045556;1931.91
4.20E+14;42.03443974;-101.3351683;3482
4.06E+14;40.98918066;-97.86338905;1774
4.02E+14;40.40306987;-98.61728937;1952
4.10E+14;41.01722222;-98.62833333;1990
4.06E+14;40.98186111;-100.1274444;2635
4.12E+14;41.29916667;-96.34027778;1136.49
4.15E+14;41.83110278;-100.1008667;2612.71
4.11E+14;41.09527089;-101.6012823;3260
4.05E+14;40.84441111;-98.64563056;1987
4.13E+14;41.55748577;-101.8251789;3665
4.12E+14;41.30387798;-101.7554538;3415
4.12E+14;41.33526509;-102.0121257;3480
4.13E+14;41.45166692;-96.55808151;1214
4.10E+14;41.03167454;-99.66344371;2462
4.04E+14;40.68500832;-100.5698673;2815
4.03E+14;40.58315556;-99.51227778;2382.72
4.03E+14;40.50390012;-98.00643565;1773
4.02E+14;40.32445801;-98.49061668;1970
4.13E+14;41.50612467;-98.40312559;1960
4.21E+14;42.15246656;-102.8746445;3952
4.21E+14;42.20278308;-98.67258671;2060
4.22E+14;42.25135028;-103.0885343;4275
4.22E+14;42.36522222;-97.67163889;1675.59
4.11E+14;41.14471278;-102.0224034;3635
4.12E+14;41.29377778;-97.44516667;1525
4.12E+14;41.393275;-104.0402833;5228
4.13E+14;41.41861363;-100.1306851;2712
4.22E+14;42.2552728;-101.2937756;3435
4.12E+14;41.28612463;-97.25004043;1630
4.12E+14;41.28640268;-97.35337689;1649
4.11E+14;41.12383889;-103.1789556;4282.5
4.11E+14;41.13556944;-103.0444806;4141.6
4.23E+14;42.57555823;-100.6781945;2927.06
4.14E+14;41.69802749;-103.9377268;4474
4.05E+14;40.78761111;-99.76803611;2403.11
4.05E+14;40.88797222;-98.51190556;1923.4
4.16E+14;41.93306391;-98.01478621;1922
4.10E+14;41.05786667;-102.7282861;4133.8
4.05E+14;40.83725;-99.98618889;2486.12
4.05E+14;40.90167619;-97.19754054;1550
4.00E+14;40.02866667;-101.8712222;3206.48
4.00E+14;40.06666846;-100.8879345;2780
4.05E+14;40.79584066;-101.0195954;3089
4.05E+14;40.81528385;-100.7543134;2975
4.06E+14;40.95889028;-100.8870915;3081
4.10E+14;41.04722092;-101.0120948;3088
4.20E+14;42.03443974;-101.3351683;3437
4.03E+14;40.45884722;-99.77360833;2427.6
4.04E+14;40.64861664;-97.12392648;1496
4.03E+14;40.51862471;-98.35227901;1885
4.04E+14;40.66689167;-99.77699167;2603.5
4.04E+14;40.58589722;-98.77617222;2077
4.03E+14;40.44323056;-98.894875;2181
4.13E+14;41.55473243;-97.32365136;1519
4.03E+14;40.57279231;-98.66618144;2045
4.11E+14;41.19398889;-104.0490861;5015
4.11E+14;41.23600833;-103.6051583;4658.3
4.05E+14;40.83013889;-99.74989444;2421.92
4.02E+14;40.39001326;-98.36866671;1889.54
4.13E+14;41.47110312;-101.3151681;3440
4.13E+14;41.42600278;-102.4247972;3411
4.02E+14;40.3219505;-100.3754221;2548
4.14E+14;41.6336204;-97.23392767;1575
4.11E+14;41.10436111;-98.19296111;1771.49
4.21E+14;42.08333595;-99.41150123;2425
4.05E+14;40.88473417;-97.58782889;1659
4.02E+14;40.27389055;-97.35226327;1480
4.02E+14;40.352225;-98.90858333;2178.6
4.02E+14;40.31028002;-97.03169797;1440
4.04E+14;40.66275;-99.976125;2667.1
4.04E+14;40.66491667;-99.25589444;2209.1
4.03E+14;40.56918049;-98.44450598;1954.55
4.02E+14;40.40418066;-98.5214519;1870
4.03E+14;40.41862479;-98.43311457;1900
4.15E+14;41.75167674;-98.4834076;2047
4.15E+14;41.75498624;-101.7487892;3695
4.15E+14;41.86416409;-100.565976;2935
4.13E+14;41.53223249;-98.9870332;2160
4.13E+14;41.53775551;-102.8677032;3670
4.25E+14;42.87361657;-100.5351329;2580
4.05E+14;40.85825;-99.15303889;2263
4.05E+14;40.87416667;-98.28222222;1835
4.22E+14;42.36527794;-100.6373613;2950
4.02E+14;40.37796389;-100.0276917;2388.9
4.02E+14;40.35194444;-98.79942222;2114.6
4.14E+14;41.59695448;-97.43504394;1665
4.03E+14;40.43972902;-100.3726431;2674
3.32E+14;33.35671944;-103.6777833;4338
;34.404692;-103.173028;4237
3.43E+14;34.56502778;-103.5816389;4589
3.30E+14;33.08202778;-103.4211667;4033
356307;36.23;-101.020555;3041
356501;36.1852778;-101.0555556;3064
433301;36.49;-100.878055;2964
451501;36.2;-100.708056;2868
457603;36.06;-100.906945;3006
348302;36.345834;-101.011389;2995
348802;36.288334;-101.058056;3042
348906;36.258334;-101.012501;3024
356601;36.200278;-101.020833;3040
434701;36.397778;-100.853889;2943
435302;36.492778;-100.625833;2866
435702;36.410278;-100.746667;2914
436204;36.470833;-100.569444;2836
441502;36.307223;-100.946111;2987
442102;36.365001;-100.8475;2952
340904;36.404723;-101.003612;3009
436704;36.390556;-100.596667;2829
449402;36.1925;-100.959445;2990
449703;36.146111;-100.986667;3053
450502;36.1675;-100.820833;2978
450802;36.129722;-100.820555;2989
452101;36.220278;-100.605834;2606
435701;36.390556;-100.728055;2908
436802;36.391667;-100.558056;2838
441801;36.29;-100.923889;2976
450201;36.219167;-100.826111;2975
460101;36.103889;-100.6175;2848
435201;36.4925;-100.684722;2903
443701;36.2752778;-100.7466667;2905
459201;36.103334;-100.683055;2941
436501;36.435;-100.574444;2834
442201;36.333611;-100.820555;2951
449601;36.188056;-100.876667;2999
356201;36.235;-101.056945;3066
356801;36.126389;-101.079167;3083
340903;36.403889;-101.041667;2996
348601;36.324167;-101.0375;3019
364602;36.062501;-101.0375;3092
441105;36.375;-100.976111;3001
441206;36.355834;-100.928333;2985
443402;36.304167;-100.724722;2875
443901;36.29;-100.6547222;2895
449803;36.159167;-100.946389;3018
348203;36.350278;-101.071111;3023
348202;36.360001;-101.051389;3005
1771;36.95992108;-101.8477979;3582.222
105532;36.74106765;-102.5384153;4198.039
67882;36.99322177;-101.3871866;3159.202
159811;36.94484113;-100.9458813;2824.637
5385;36.30844249;-99.32381965;1003.1
33351;36.95127476;-101.7938041;3521.217
349;36.59763728;-100.0443143;2457.405
23621;35.81087905;-99.85057286;2390.8
1721;36.88429019;-100.9471054;2791.926
155160;36.80498114;-101.1882952;2941.866
3302;36.44911932;-99.91291232;0
137568;36.65861971;-101.6582103;3332.7
5600;36.63222125;-102.2481488;0
42791;36.13864343;-99.68332698;2103.5
108510;35.77905889;-99.68171511;2223.9
2644;35.57902713;-99.96649179;1930.9
2463;35.49704413;-99.65815281;2294.3
129571;36.80668025;-101.0079173;2807.298
113284;36.90880087;-101.5143693;3234.252
31723;36.55363357;-101.867311;3344.656
45;36.50041639;-100.6791006;1148.5
3348;36.52111475;-99.99825612;0
1675;36.8982582;-101.2504341;3030.6
32157;36.59532581;-102.5764809;4204.191
1584;36.8559107;-101.5863186;3295.202
133158;36.63282274;-102.183733;3861.5
2325;36.78845104;-102.3740438;4038.68
135987;36.98278343;-101.5061644;3268.009
1135;36.64585631;-101.2775323;2963.354
1421;36.76913292;-101.2248741;2948.785
90;36.52792169;-100.6152896;2865.59
1810;36.93592932;-101.7395198;3460.028
142470;36.57397092;-101.690545;3360.936
92692;36.53786796;-102.5292709;4139.222
74705;36.97163571;-102.1186768;3778.816
88196;36.51138844;-102.0325706;3686.609
715;36.96659626;-100.8372078;2776.844
9034;36.61734873;-100.3137857;2627.289
9036;36.63258322;-100.6576899;2773.827
30176;36.97565179;-100.2742504;2204.26
1120;36.63703424;-101.3135304;2998.154
1354;36.78331439;-101.3925997;3083.861
1316;36.84210865;-101.5372319;3227.537
42864;36.27883761;-99.41037292;3181
572;36.86343454;-100.9092283;2758.954
144562;36.08747825;-99.85819532;2304.9
14;36.53057043;-100.8552862;2944.4
120326;36.90031639;-102.0903607;3794.6
129152;36.89319123;-102.1565021;3871.623
2063;36.5043155;-102.2323965;3830.27
9869;36.24303251;-99.50277893;1240.1
1488;36.92866807;-101.9195822;3649.852
1172;36.72709234;-101.9703662;3609.29
31544;36.92088256;-101.6131837;3341.995
1102;36.67440501;-101.367425;3042.631
140808;36.14596487;-99.47326987;2353.9
86398;36.6752455;-102.7692704;645.4
121;36.53377533;-100.4975397;2814.087
108795;36.88016295;-102.1510058;3852.934
1623;36.87142713;-101.4869271;3178.545
1246;36.68570854;-101.43854;3089.015
24408;36.72797447;-101.8561682;3481.641
3.62E+14;36.29427778;-99.54255556;2311
1362;36.83655026;-101.3672204;3087.799
927;36.51111669;-101.1616259;2938.505
3.63E+14;36.50919331;-101.7357184;3430
1156;36.60964834;-101.1157675;2837.028
356;36.74571279;-100.9238588;0
9051;36.70558365;-100.5755471;2756.467
137270;36.52954759;-100.765378;2920.516
9886;36.40616954;-99.50311469;598.3
873;36.54878368;-101.462553;3116.802
1679;36.87551907;-101.2072882;2989.458
58052;36.59545534;-101.7452708;3417.629
1536;36.90675997;-101.7757732;3491.802
871;36.54356262;-101.4917903;3164.996
110093;36.8640145;-101.6031562;3314.853
4354;35.65455853;-99.97432275;1175.8
95428;36.69062792;-101.9983513;3635.482
117651;35.82577099;-99.78202599;2292.7
113986;36.98676739;-101.8840053;3623.693
117241;36.79877549;-101.4849112;3152.411
1638;36.92840381;-101.3606227;3135.012
24401;36.53984937;-102.3947432;3996.978
114047;36.86038558;-101.423801;3125.094
3270;36.46273715;-99.65699054;0
2066;36.57737522;-102.1266009;3806.72
23628;36.62431161;-101.6233803;3287.906
87392;36.81242558;-101.7619421;3426.427
126184;36.3632638;-99.81601553;2219.9
37863;36.93766004;-100.7839448;848.1
428;36.68856915;-100.4236158;2571.927
137566;36.95789492;-101.9900766;3700.807
3257;36.3624803;-99.99704004;2986.7
23971;36.87819369;-100.2312024;2564.685
5554;36.43836937;-99.55929811;2106
29255;36.96620306;-101.9112295;3672.967
33768;36.58564342;-101.2803478;1141.2
33928;36.94939999;-101.2346239;3039.718
37420;35.63198869;-99.99685482;1047.5
911;36.5775473;-101.1876764;2921.711
2137;36.6229817;-102.2384217;3892.112
104816;36.53983656;-102.6254269;4228.177
2117;36.65382884;-102.3106461;3948.515
138693;36.98618857;-101.1885625;3038.105
